Instruction,Input,Output,materi,question_id,Template
Create a Python program to calculate the sum of the digits for a number that is provided as input.,num = 1234,"# Function to find the sum of digits
def sum_digits(num):
 # Variable to store the sum of digits
 sum = 0
 
 while num > 0:
  digit = num % 10
  sum = sum + digit
  num = num // 10
 
 return sum
 
num = 1234
sum = sum_digits(num)
print(""Sum of digits of %d is %d"" % (num, sum))
# Output: Sum of digits of 1234 is 10",Control Structure,7008,"# Function to find the sum of digits
def sum_digits(num):
 # Variable to store the sum of digits
 sum = 0
 
 ___
  digit = num % 10
  sum = sum + digit
  num = num // 10
 
 return sum
 
num = 1234
sum = sum_digits(num)
print(""Sum of digits of %d is %d"" % (num, sum))
# Output: Sum of digits of 1234 is 10"
"Write a Python program to calculate the sum of two given integers, if the two values are equal then return the triple of their sum.","2, 2","def calculate_sum(a, b):
    if a == b:
        return (a + b) * 3
    else:
        return a + b
    
a = 2
b = 2
result = calculate_sum(a, b)
print(result)",Control Structure,7037,"def calculate_sum(a, b):
    ___
        return (a + b) * 3
    ___
        return a + b
    
a = 2
b = 2
result = calculate_sum(a, b)
print(result)"
Generate a Python program which determines if a given number is divisible by 7,28,"def is_divisible_by_7(num):
    if num % 7 == 0:
        return True
    else:
        return False

result = is_divisible_by_7(28)
print(result)",Control Structure,7059,"def is_divisible_by_7(num):
    ___
        return True
    ___
        return False

result = is_divisible_by_7(28)
print(result)"
"Using a while loop, write a Python program to reverse a given sentence.","""Hello there my friend""","# Initialize an empty string 
revString = """"

# Set 'idx' to point to the end of the string 
idx = len(sent) - 1
 
# Iterate in reverse through the string 
while idx >= 0:
    # Append each individual character to the result string
    revString += sent[idx]
    # Decrement the index
    idx -= 1

# Output the reversed result
print(revString)",Control Structure,7126,"# Initialize an empty string 
revString = """"

# Set 'idx' to point to the end of the string 
idx = len(sent) - 1
 
# Iterate in reverse through the string 
___
    # Append each individual character to the result string
    revString += sent[idx]
    # Decrement the index
    idx -= 1

# Output the reversed result
print(revString)"
Write a Python program to determine if a number provided by the user is prime or not.,17,"# Ask the user for a number
num = int(input('Enter a number: '))

# Set initial values
is_prime = True

# Check for prime
for i in range(2, num):
 if num % i == 0:
 is_prime = False
 break

# Output result
if is_prime:
 print(f'{num} is a prime number.')
else:
 print(f'{num} is not a prime number.')",Control Structure,7164,"# Ask the user for a number
num = int(input('Enter a number: '))

# Set initial values
is_prime = True

# Check for prime
for i in range(2, num):
 ___
 is_prime = False
 ___

# Output result
if is_prime:
 print(f'{num} is a prime number.')
___
 print(f'{num} is not a prime number.')"
Write a Python program to check if two strings are isomorphic.,"s1 = ""foo"", s2 = ""app""","def is_isomorphic(s1, s2):
    if len(s1) != len(s2):
        return False

    s1_dict = dict()
    for i, char in enumerate(s1):
        if char in s1_dict:
            if s1_dict[char] != s2[i]:
                return False
        else:
            s1_dict[char] = s2[i]

    return True",Control Structure,7184,"def is_isomorphic(s1, s2):
    if len(s1) != len(s2):
        return False

    s1_dict = dict()
    for i, char in enumerate(s1):
        if char in s1_dict:
            if s1_dict[char] != s2[i]:
                return False
        ___
            s1_dict[char] = s2[i]

    return True"
Implement a python program to check if a number is powerful. A powerful number is one who has a power of 2 as any of its prime divisors.,number = 18,"def is_power(number):
    flag = False
    if number > 2:
        for i in range(2, number // 2 + 1):
            while number % i == 0:
                if number % (i ** 2) == 0:
                    flag = True
                number = number / i
    
    return flag

print(is_power(18))",Control Structure,7185,"def is_power(number):
    flag = False
    if number > 2:
        for i in range(2, number // 2 + 1):
            ___
                ___
                    flag = True
                number = number / i
    
    return flag

print(is_power(18))"
Write a Python code for converting a given sentence into pig latin.,The quick brown fox,"def convert_string_to_pig_latin(sentence):
    words = sentence.split()
    pig_latin_words = []
    for word in words:
        if word[0] in 'aeiou':
            pig_word = word + 'way'
        else:
            pig_word = word[1:] + word[0] + 'ay'
        pig_latin_words.append(pig_word)
    return ' '.join(pig_latin_words)",Control Structure,7188,"def convert_string_to_pig_latin(sentence):
    words = sentence.split()
    pig_latin_words = []
    for word in words:
        if word[0] in 'aeiou':
            pig_word = word + 'way'
        ___
            pig_word = word[1:] + word[0] + 'ay'
        pig_latin_words.append(pig_word)
    return ' '.join(pig_latin_words)"
Build a program in Python for finding the largest prime number in a given range.,1-100,"def largest_prime(num):
    largest_prime = 0
    for n in range (num):
        if(isPrime(n)):
            largest_prime = n
    return largest_prime

def isPrime(n):
    if(n == 1):
        return False
    elif(n == 2):
        return True
    else:
        for x in range(2,n//2+1):
            if(n % x == 0):
                return False
        return True

print(largest_prime(100))",Control Structure,7214,"def largest_prime(num):
    largest_prime = 0
    for n in range (num):
        if(isPrime(n)):
            largest_prime = n
    return largest_prime

def isPrime(n):
    if(n == 1):
        return False
    elif(n == 2):
        return True
    ___
        for x in range(2,n//2+1):
            if(n % x == 0):
                return False
        return True

print(largest_prime(100))"
Develop an algorithm in Python for solving the Tower of Hanoi problem.,Towers with 3 discs,"def hanoi(discs, source, aux, dest):
    if discs == 1:
        print (""Move disc 1 from {} to {}"".format(source, dest))
        return

    hanoi(discs-1, source, dest, aux)
    print (""Move disc {} from {} to {}"".format(discs, source, dest))
    hanoi(discs-1, aux, source, dest)

hanoi(3,'A', 'B', 'C')",Control Structure,7234,"def hanoi(discs, source, aux, dest):
    ___
        print (""Move disc 1 from {} to {}"".format(source, dest))
        return

    hanoi(discs-1, source, dest, aux)
    print (""Move disc {} from {} to {}"".format(discs, source, dest))
    hanoi(discs-1, aux, source, dest)

hanoi(3,'A', 'B', 'C')"
Create a python program to calculate Fibonacci sequence for a given number.,n = 8,"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

if __name__ == '__main__':
    n = 8
    print(fibonacci(n))",Control Structure,7237,"def fibonacci(n):
    ___
        return 0
    el___
        return 1
    ___
        return fibonacci(n-1) + fibonacci(n-2)

___
    n = 8
    print(fibonacci(n))"
Develop a program in Python for converting a base 10 number to binary.,17,"def decimalToBinary(n):
    binary = 0
    power = 1
    
    while (n != 0):
        last_bit = n % 2
        binary = binary + last_bit * power
        n = n // 2
        power = power * 10
 
    return binary

n = 17
print('Binary Representation of', n, 'is', decimalToBinary(n))",Control Structure,7348,"def decimalToBinary(n):
    binary = 0
    power = 1
    
    ___
        last_bit = n % 2
        binary = binary + last_bit * power
        n = n // 2
        power = power * 10
 
    return binary

n = 17
print('Binary Representation of', n, 'is', decimalToBinary(n))"
Create a Python program to mark a character as asterisk (*) if it's the same as the previous one?,"test_string = ""SSSSSSSSSShellllllllllllooooooooo""","def mark_asterisk(input):
    res = """"
    temp = input[0]
    for char in input:
        if char == temp:
            res += '*'
        else:
            res += char
            temp = char
    return res",Control Structure,7354,"def mark_asterisk(input):
    res = """"
    temp = input[0]
    for char in input:
        ___
            res += '*'
        ___
            res += char
            temp = char
    return res"
Create a Python script to break the given sentence into words.,"sentence = ""This is an example sentence.""","def break_sentence(sentence):  
    return sentence.split("" "")",Control Structure,7402,"def ____sentence(sentence):  
    return sentence.split("" "")"
Generate a python program to determine if two objects are mutually exclusive or not.,"Input objects are ([1,2,3], [4,5,6]).","def mutually_exclusive(object1, object2):
    if len(object1.intersection(object2)) > 0:
        return False
    else:
        return True
    
object1 = set([1, 2, 3])
object2 = set([4, 5, 6])

result = mutually_exclusive(object1, object2)
print(result) # Outputs True as objects don't share elements.",Control Structure,7404,"def mutually_exclusive(object1, object2):
    if len(object1.intersection(object2)) > 0:
        return False
    ___
        return True
    
object1 = set([1, 2, 3])
object2 = set([4, 5, 6])

result = mutually_exclusive(object1, object2)
print(result) # Outputs True as objects don't share elements."
Design a Python function to check if two given strings are anagrams or not.,"""abc"", ""cab""","def check_anagram(str1, str2):
 
    if sorted(str1) == sorted(str2):
        return True
    else:
        return False",Control Structure,7405,"def check_anagram(str1, str2):
 
    ___
        return True
    ___
        return False"
Compose a function in Python to check if a given number is a power of two.,10,"def is_power_two(num):
    if num == 0:
        return False
    
    while num != 1:
        if num % 2 != 0:
            return False
        num = num // 2
    return True",Control Structure,7438,"def is_power_two(num):
    ___
        return False
    
    ___
        if num % 2 != 0:
            return False
        num = num // 2
    return True"
Create a Python script to detect if a number is prime.,10,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True

if __name__ == ""__main__"":
    n = 10
    if is_prime(n):
        print(""{} is a prime number"".format(n))
    else:
        print(""{} is not a prime number"".format(n))",Control Structure,7511,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, n):
        ___
            return False
    return True

___
    n = 10
    if is_prime(n):
        print(""{} is a prime number"".format(n))
    ___
        print(""{} is not a prime number"".format(n))"
Construct an algorithm for factoring a large number in Python.,Number = 600851475143,"def get_factor(n):
    factors = []
   
    for i in range(2, n + 1):
        if n % i == 0:
            factors.append(i)
            n //= i
    return factors

number = 600851475143
print(get_factor(number))",Control Structure,7525,"def get_factor(n):
    factors = []
   
    for i in range(2, n + 1):
        ___
            factors.append(i)
            n //= i
    return factors

number = 600851475143
print(get_factor(number))"
Design an algorithm in Python for finding and printing all prime numbers between 1 and a given number.,100,"def find_all_primes(n): 
  for num in range(2,n + 1):
    for i in range(2,num):
      if (num % i) == 0:
        break 
    else:
      print(num)

find_all_primes(100)",Control Structure,7556,"def find_all_primes(n): 
  for num in range(2,n + 1):
    for i in range(2,num):
      ___
        ___
    ___
      print(num)

find_all_primes(100)"
