Instruction,Input,Output,materi,question_id,Template
Create a python function to normalize a given matrix.,"[[1, 2, 3],
[4, 5, 6],
[7, 8, 9]]","def norm(mat):
  result = [[0 for row in range(len(mat[0]))] for col in range(len(mat))] 
  for i in range(0, len(mat)):
    for j in range(0, len(mat[0])):
        result[i][j] = mat[i][j] / sum(mat[i])
  return result

print(norm([[1, 2, 3], [4, 5, 6], [7, 8, 9]]))",Function,995,"def norm___:
  result = [[0 for row in range(len(mat[0]))] for col in range(len___)] 
  for i in range(0, len___):
    for j in ___:
        result[i][j] = mat[i][j] / ___
  return result

print(norm([[1, 2, 3], [4, 5, 6], [7, 8, 9]]))"
Create a function in Python using Pandas to recode a column in the following dataframe.,"name,age,city
John,30,New York
Mary,25,London
Mike,38,Paris

Recode age such that every age greater than 30 is ""Above 30"" and every age below 30 is ""Below 30"".","import pandas as pd
 
def recode_age(data):
    data['age_recoded'] = data['age'].apply(
        lambda x: 'Above 30' if x > 30 else 'Below 30'
    )
 
df = pd.read_csv('data.csv')
recode_age(df)
print(df)",Function,1029,"import pandas as pd
 
def recode_age___:
    data['age_recoded'] = data['age'].apply(
        lambda x: 'Above 30' if x > 30 else 'Below 30'
    )
 
df = pd.___
recode_age___
print(df)"
Create a function in Python to calculate the sum of squares of all numbers up to a given value n.,n = 10,"def sumOfSquares(n):
  sum = 0
  for i in range(n + 1):
    sum += (i ** 2)
  return sum

print(sumOfSquares(10))",Function,1032,"def sumOfSquares___:
  sum = 0
  for i in ___:
    sum += (i ** 2)
  return sum

print(sumOfSquares(10))"
Write a function in Python to parse a JSON object.,"{""movie"": ""Star Wars"", ""genre"": ""Action""}","import json

def parse_json(json_string):
 obj = json.loads(json_string)
 return obj

parsed_json = parse_json('{""movie"": ""Star Wars"",""genre"": ""Action""}')
print(parsed_json)
# Outputs {'movie': 'Star Wars', 'genre': 'Action'}",Function,1034,"import json

def parse_json___:
 obj = json.loads___
 return obj

parsed_json = ___
print(parsed_json)
# Outputs {'movie': 'Star Wars', 'genre': 'Action'}"
Design a Python function to automatically generate the next BST level based on the given level.,"Given level = [1,2,3]","def generateNextLevel(level):
  next_level = []
  for node in level:
    if node.left != None:
      next_level.append(node.left)
    if node.right != None:
      next_level.append(node.right)
  
  return next_level",Function,1039,"def generateNextLevel___:
  next_level = []
  for node in level:
    if node.left != None:
      next_level.___
    if node.right != None:
      next_level.___
  
  return next_level"
"Can you create a function in Python that takes two strings as input, and returns the number of common characters between them?","""computer"", ""science""","def countCommonChars(string1, string2):
    count = 0
    for i in string1: 
    	if i in string2: 
    		count += 1
    return count

input1 = ""computer""
input2 = ""science""
print(countCommonChars(input1, input2))",Function,1054,"def countCommonChars___:
    count = 0
    for i in string1: 
    	if i in string2: 
    		count += 1
    return count

input1 = ""computer""
input2 = ""science""
print(countCommonChars(input1, input2))"
Provide an example of how to use a decorator to debug a function in Python,Noinput,"import time

def time_it(func): 
    def wrapper(*args, **kwargs): 
        start = time.time() 
        result = func(*args, **kwargs) 
        end = time.time() 
        print(""Execution time: {}"".format(end - start)) 
        return result 
  
    return wrapper 

@time_it
def my_function(arg1, arg2):
        # Some logic code..
        return 10

my_function(10, 20)",Function,1075,"import time

def time_it___: 
    def ___: 
        start = time.___ 
        result = ___ 
        end = time.___ 
        print(""Execution time: {}"".format(end - start)) 
        return result 
  
    return wrapper 

@time_it
def my_function___:
        # Some logic code..
        return 10

my_function___"
Create a function in Python 3 which takes two arguments and prints their sum.,"a = 5
b = 6","def add(a, b):
    print('Sum =', a + b)
    
add(5, 6)",Function,1082,"def add___:
    print('Sum =', a + b)
    
add___"
Create a Python function that calculates the area of a circle.,radius=3,"import math

def area_circle(radius):
    return math.pi * (radius ** 2)
    
print(area_circle(3))",Function,1097,"import math

def area_circle___:
    return math.pi * (radius ** 2)
    
print(area_circle(3))"
Transform the following algorithm description into a working python function.,"Given a list of numbers, find the sum of the elements in the list.","def sum_list(nums_list):
    total = 0
    for num in nums_list:
        total += num
    return total",Function,1117,"def sum_list___:
    total = 0
    for num in nums_list:
        total += num
    return total"
Rewrite a Python function given a few specific requirements.,"def is_prime(n):
 if n < 2:
 return False
 for i in range(2, n):
 if n % i == 0:
 return False
 return True","def is_prime(n):
 if n < 2:
 return False
 elif n == 2:
 return True
 elif n > 2 and n % 2 == 0:
 return False
 for i in range(3, int(n**0.5)+1, 2):
 if n % i == 0:
 return False
 return True",Function,1138,"def is_prime___:
 if n < 2:
 return False
 elif n == 2:
 return True
 elif n > 2 and n % 2 == 0:
 return False
 for i in ___:
 if n % i == 0:
 return False
 return True"
Write a Python function to find the sum of a series of numbers.,"[1, 2, 3, 4, 5]","def sumSeries(arr):
  total = 0
  for num in arr:
    total += num
  return total

result = sumSeries([1, 2, 3, 4, 5])
print(result)",Function,1145,"def sumSeries___:
  total = 0
  for num in arr:
    total += num
  return total

result = ___
print(result)"
Write a python function to reverse the words in a given sentence.,"sentence = ""hello world how are you""","def reverseWords(sentence): 
    words = sentence.split(' ') 
    words = words[::-1] 
    return ' '.join(words) 
      
print(reverseWords(sentence))",Function,1177,"def reverseWords___: 
    words = sentence.___ 
    words = words[::-1] 
    return ' '.join___ 
      
print(reverseWords(sentence))"
Write a function in Python that takes two integers as arguments and returns the number of common divisors between the two.,"350, 400","def countCommonDivisors(a,b): 
   
    divisors = [] 
   
    for i in range(1, min(a,b)+1): 
        if (a % i == 0 and b % i == 0): 
            divisors.append(i) 
              
    return len(divisors) 

num1 = 350
num2 = 400

print (countCommonDivisors(num1, num2)) 
# Output: 5",Function,1194,"def countCommonDivisors___: 
   
    divisors = [] 
   
    for i in range(1, min___+1): 
        ___: 
            divisors.append___ 
              
    return len___ 

num1 = 350
num2 = 400

print (countCommonDivisors(num1, num2)) 
# Output: 5"
Write a python function that takes in two positive integer numbers and generate a random number between them.,"min_range = 3
max_range = 7","import random

def generate_random_number(min_range, max_range):
    return random.randint(min_range, max_range)

min_range = 3
max_range = 7
random_number = generate_random_number(min_range, max_range)
print(random_number)",Function,1202,"import random

def generate_random_number___:
    return random.randint___

min_range = 3
max_range = 7
random_number = generate_random_number___
print(random_number)"
Write a Python function to sort this dictionary by its keys in descending order.,"{
    1: 'one',
    2: 'two',
    3: 'three',
    4: 'four',
    5: 'five'
}","def sort_dictionary_keys(d):
  return {k: d[k] for k in sorted(d, reverse=True)}",Function,1207,"def sort_dictionary_keys___:
  return {k: d[k] for k in ___}"
"Write a function in Python to generate an N by N matrix, filled with random integers between 0 and 9",N = 5,"import random

def generate_matrix(N):
    matrix = []
    for i in range(N):
        row = []
        for j in range(N):
            row.append(random.randint(0, 9))
        matrix.append(row)
    return matrix",Function,1222,"import random

def generate_matrix___:
    matrix = []
    for i in range___:
        row = []
        for j in range___:
            row.append(random.randint___)
        matrix.append___
    return matrix"
"In Python, write a function to create a dictionary using the given two lists.","keys = [""name"", ""age"", ""number""]
values = [""John"", 32, 258]","def create_dict(keys, values):
    return {key: val for key, val in zip(keys, values)}",Function,1232,"def create_dict___:
    return {key: val for key, val in zip___}"
Create a function in Python to calculate the distance between two points.,"point1 (x1, y1): (2, 7)
point2 (x2, y2): (4, 9)","import math

def distance_between_points(x1, y1, x2, y2):
    return math.sqrt((x2 - x1)**2 + (y2 - y1)**2)
    
# Call the function
distance = distance_between_points(2, 7, 4, 9)
print(""The distance between the two points is"", distance)",Function,1233,"import math

def distance_between_points___:
    return math.___
    
# Call the function
distance = distance_between_points___
print(""The distance between the two points is"", distance)"
Write a Python function that joins two lists of different sizes in an alternating fashion.,"list1 = [1, 3, 5, 7, 9]
list2 = [2, 4, 6, 8]","def joinLists(list1, list2):
 mergedList = []
 
 for i in range(max(len(list1), len(list2))):
  if i < len(list1):
   mergedList.append(list1[i])
  if i < len(list2):
   mergedList.append(list2[i])
 
 return mergedList",Function,1263,"def joinLists___:
 mergedList = []
 
 for i in range(max(len___, len___)):
  if i < len___:
   mergedList.___
  if i < len___:
   mergedList.___
 
 return mergedList"
Code a function in Python to find the Fibonacci number at a given index.,index = 5,"def fibonacci_at_index(index): 
    if index < 0: 
        return -1
    if index == 0 or index == 1: 
        return index 
    return fibonacci_at_index(index - 1) + fibonacci_at_index(index - 2) 

print(fibonacci_at_index(index)) # 5",Function,1272,"def fibonacci_at_index___: 
    if index < 0: 
        return -1
    if index == 0 or index == 1: 
        return index 
    return ___ 

print(fibonacci_at_index(index)) # 5"
Write a function in Python to evaluate an algebraic expression,"exp= ""((x+y)^2)*(x+1)""
x=2
y=3","def evaluate_expr(expr,x,y):
    x = float(x)
    y = float(y)

    def eval_expr(expr):
        return eval(expr)

    evaluation = eval_expr(expr.replace(""x"", str(x)).replace(""y"", str(y)))
    return evaluation
 
exp = ""((x+y)^2)*(x+1)""
x = 2
y = 3
print(evaluate_expr(exp,x,y))",Function,1286,"def evaluate_expr___:
    x = float___
    y = float___

    def eval_expr___:
        return eval___

    evaluation = eval_expr(expr.replace(""x"", str___).replace(""y"", str___))
    return evaluation
 
exp = ""((x+y)^2)*(x+1)""
x = 2
y = 3
print(evaluate_expr(exp,x,y))"
Generate a Python function to generate a sequence of numbers based on a given interval.,"Start: 2, End: 5","def generate_sequence(start, end):
    return list(range(start, end + 1))",Function,1299,"def generate_sequence___:
    return ___"
Edit this python code to reverse the function’s argument order.,"def multiply(x,y):
  return x*y","def multiply(y, x):
  return x*y",Function,1305,"def multiply___:
  return x*y"
Create a Python function that takes an integer as an input and returns all positive integers less than the input number.,Integer: 10,"def get_pos_int(num):
    pos_ints = []
    for i in range(num):
        if i > 0:
            pos_ints.append(i)
    return pos_ints

pos_ints = get_pos_int(10)
print(pos_ints)",Function,1335,"def get_pos_int___:
    pos_ints = []
    for i in range___:
        if i > 0:
            pos_ints.append___
    return pos_ints

pos_ints = get_pos_int___
print(pos_ints)"
Optimize a Python function to get the smallest execution time possible.,"def func(a, b, c): 
    return a + b + c","def func(a, b, c):
    return a*b + a*c + b*c    # Use an optimized expression for lowest execution time",Function,1337,"def func___:
    return a*b + a*c + b*c    # Use an optimized expression for lowest execution time"
